Sim instant [s],Timestamp,X Position of 1st satellite,X Position of 2nd satellite,X Position of 3rd satellite,X Position of 4th satellite,Y Position of 1st satellite,Y Position of 2nd satellite,Y Position of 3rd satellite,Y Position of 4th satellite,Z Position of 1st satellite,Z Position of 2nd satellite,Z Position of 3rd satellite,Z Position of 4th satellite,Distance between the 1st satellite and the receiver,Distance between the 2nd satellite and the receiver,Distance between the 3rd satellite and the receiver,Distance between the 4th satellite and the receiver,Pseudorange 1st satellite,Pseudorange 2nd satellite,Pseudorange 3rd satellite,Pseudorange 4th satellite,X position of receiver,Y position of receiver,Z position of receiver,View 1st satellite,View 2nd satellite,View 3rd satellite,View 4th satellite,Eccentricity1,Eccentricity2,Eccentricity3,Eccentricity4,Satellite Antenna Cone Angle,Masking Angle,Axis
2512,2022-01-15 01:15:00,2032435.1954036204,-7098717.0406128215,-6650236.907258545,-448073.5920039183,-4568221.048929335,-1837287.7405265155,-2040702.5029693344,2791433.5447178823,23740.779338920864,-699518.9427797591,-2348813.298538996,-2807496.0813822504,8508470.812924797,7827624.736810013,7622816.913000435,2297079.3478941848,8508470.812924797,7827624.736810013,7622816.913000435,2297079.3478941848,-527057.6050206752,1109803.318606441,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2513,2022-01-15 01:20:00,2291048.9684492694,-7016338.829018417,-6501683.116868711,-91704.39939617051,-4443902.650445978,-1974850.3594379972,-2061823.9239601507,2654108.8104959205,-53139.98049257018,-782783.755337651,-2476836.498642278,-2791065.930130776,8423951.258400712,7865992.879238367,7521235.802366526,2146757.1387870503,8423951.258400712,7865992.879238367,7521235.802366526,2146757.1387870503,-527943.6147950443,1109382.1093731148,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2514,2022-01-15 01:25:00,2541575.631978296,-6925559.772652375,-6342721.846545752,263158.9216700833,-4303897.844596262,-2110630.282581242,-2080257.6437152724,2495998.888891444,-129833.16299687492,-865445.9699796572,-2602552.836779519,-2751968.5520523502,8326759.822000802,7901542.220479523,7410869.245666901,2038976.85124344,8326759.822000802,7901542.220479523,7410869.245666901,2038976.85124344,-528829.2879514361,1108960.192795385,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2515,2022-01-15 01:30:00,2783130.858945447,-6826226.285726594,-6172959.928228557,613352.9923151367,-4148700.8304188615,-2244456.451186268,-2095786.655680901,2316677.2614078,-206068.05105941743,-947414.930037051,-2725562.7285737144,-2688598.6798913656,8217593.555434506,7934149.95150113,7291463.834929875,1987491.2578713945,8217593.555434506,7934149.95150113,7291463.834929875,1987491.2578713945,-529714.6239251437,1108537.5691422657,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2516,2022-01-15 01:35:00,3014861.99032785,-6718170.039949822,-5991994.614912507,955284.9375835472,-3978859.43350266,-2376137.915647724,-2108171.2446531537,2115991.0014067306,-281575.545286322,-1028589.280395746,-2845409.7160724155,-2599485.872979348,8097234.864158455,7963677.668306332,7162775.773746479,2002781.759278074,8097234.864158455,7963677.668306332,7162775.773746479,2002781.759278074,-530599.622151675,1108114.2386832233,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2517,2022-01-15 01:40:00,3235951.0449021813,-6601209.077024507,-5799417.648017425,1284939.9648059784,-3794973.172232569,-2505461.592882688,-2117147.286587987,1894135.8405949275,-356089.1138908184,-1108855.621653122,-2961573.926961758,-2483377.159619537,7966551.622126293,7989970.354240489,7024579.027445442,2088261.0856492925,7966551.622126293,7989970.354240489,7024579.027445442,2088261.0856492925,-531484.2820667534,1107690.201688174,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2518,2022-01-15 01:45:00,3445617.606613661,-6475149.113011075,-5594820.326201769,1597916.7337722206,-3597691.14156639,-2632189.8867430044,-2122424.463877901,1651737.4045014342,-429345.733516323,-1188087.0758555625,-3073464.827271384,-2339336.359766441,7826497.178332105,8012855.285311609,6876675.520400928,2239109.699161353,7826497.178332105,8012855.285311609,6876675.520400928,2239109.699161353,-532368.6031063175,1107265.4584274848,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2519,2022-01-15 01:50:00,3643121.579344796,-6339785.072279834,-5377799.802903423,1889500.1361369065,-3387709.7218127185,-2756058.157509466,-2123684.4087910005,1389933.3332593057,-501086.8176752103,-1266141.7538822182,-3180413.1934869564,-2166857.9656736786,7678110.166130626,8032140.855741681,6718907.897070723,2444565.739723301,7678110.166130626,8032140.855741681,6718907.897070723,2444565.739723301,-533252.5847065224,1106840.0091719727,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2520,2022-01-15 01:55:00,3827765.7993599167,-6194902.895205387,-5147966.891717511,2154780.9078572905,-3165770.1204976235,-2876772.0267324187,-2120578.7956785634,1110447.63260493,-571059.1295260056,-1342861.1143531625,-3281662.226663064,-1965989.799941823,7522513.98519906,8047615.321537556,6551175.497312173,2691514.65585902,7522513.98519906,8047615.321537556,6551175.497312173,2691514.65585902,-534136.2263037397,1106413.8541929056,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2521,2022-01-15 02:00:00,3998898.496203901,-6040281.67129993,-4904955.72350041,2388828.875691436,-2932655.755996978,-2994004.504173797,-2112727.413551853,815644.8235457609,-639015.6757670111,-1418068.2038427202,-3376357.729972156,-1737453.696959717,7360915.771496123,8059045.460726547,6373454.36396818,2967106.0669132737,7360915.771496123,8059045.460726547,6373454.36396818,2967106.0669132737,-535019.5273345576,1105986.9937620002,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2522,2022-01-15 02:05:00,4155915.593368429,-5875696.158335818,-4648435.680293723,2586920.3698016917,-2689189.492169903,-3107392.9244705345,-2099716.2658984982,508548.2548086613,-704716.5784910363,-1491565.7682306732,-3463537.2736984305,-1482747.762023526,7194604.600445223,8066175.1501365,6185822.306414929,3259895.185372354,7194604.600445223,8066175.1501365,6185822.306414929,3259895.185372354,-535902.4872357814,1105559.4281514238,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2523,2022-01-15 02:10:00,4298262.84060471,-5700919.758423519,-4378126.1332532605,2744809.741444142,-2436230.7337547056,-3216535.6825318187,-2081095.7658255496,192806.00357905732,-767929.9219236966,-1563134.2253008622,-3542118.2803854416,-1204208.908018323,7024948.581374817,8068723.860334069,5988490.2886397205,3560065.5966755142,7024948.581374817,8068723.860334069,5988490.2886397205,3560065.5966755142,-536785.1054444339,1105131.157633793,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2524,2022-01-15 02:15:00,4425437.7703559,-5515728.034280816,-4093814.640393741,2859020.9115981148,-2174672.392780181,-3320988.758809188,-2056379.1241411148,-127408.76673892264,-828432.5710564039,-1632529.4893023688,-3610884.98136588,-905012.9333842072,6853390.397354101,8066385.072729414,5781841.685238727,3859319.005995363,6853390.397354101,8066385.072729414,5781841.685238727,3859319.005995363,-537667.381397756,1104702.1824821746,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2525,2022-01-15 02:20:00,4536991.4714032365,-5319902.863401361,-3795379.422238821,2927120.9208629355,-1905437.7367004869,-3420262.028711737,-2025041.0691666796,-447566.7615921373,-886010.9592843754,-1699480.639262342,-3668474.2299024994,-589094.2879066062,6681440.727712068,8058824.6261246735,5566481.221192224,4150735.320382428,6681440.727712068,8058824.6261246735,5566481.221192224,4150735.320382428,-538549.3145332066,1104272.5029700836,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2526,2022-01-15 02:25:00,4632530.17346517,-5113237.34490118,-3482817.1381947747,2947929.4736217447,-1629477.1293792373,-3513815.3549515754,-1986517.0946725137,-763009.9286711427,-940461.8422694053,-1763687.4245761528,-3713360.2143454314,-260980.37484408772,6510668.870036625,8045679.004413191,5343295.600426582,4428692.949951366,6510668.870036625,8045679.004413191,5343295.600426582,4428692.949951366,-539430.9042884634,1103842.1193714845,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2527,2022-01-15 02:30:00,4711716.637156032,-4895541.593968624,-3156277.2442506105,2921622.5247587548,-1347764.6764267522,-3601054.467983076,-1940203.513154464,-1069210.2922954613,-991593.015366354,-1824817.604055332,-3743838.2104172334,74446.19238944561,6342689.7718986645,8026553.583107309,5113527.755629414,4688837.6180292135,6342689.7718986645,8026553.583107309,5113527.755629414,4688837.6180292135,-540312.1501014227,1103411.031960791,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2528,2022-01-15 02:35:00,4774271.344397896,-4666649.582592221,-2816104.535582504,2849706.190951853,-1061294.7867319705,-3681326.648611177,-1885458.7054596704,-1362022.2052360768,-1039223.992080938,-1882504.1185443243,-3758007.665531174,412225.5265202648,6179146.618505003,8001020.860396415,4878865.952943863,4928056.718124564,6179146.618505003,8001020.860396415,4878865.952943863,4928056.718124564,-541193.0514102002,1102979.2410128652,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2529,2022-01-15 02:40:00,4819973.485083595,-4426427.213195518,-2462891.8784376187,2734864.9435038883,-771078.662326399,-3753916.239174728,-1821606.118458596,-1637889.449544805,-1083186.6411639438,-1936342.102902485,-3753755.151614585,747596.1118048541,6021688.142169123,7968618.709200938,4641546.958738336,5144420.987628445,6021688.142169123,7968618.709200938,4641546.958738336,5144420.987628445,-542073.6076531316,1102546.7468030185,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2530,2022-01-15 02:45:00,4848661.736508134,-4174781.844618195,-2097545.624652253,2580714.896947888,-478140.72897041263,-3818040.026658648,-1747939.7899520572,-1893979.681439358,-1123325.7800930107,-1985885.751244333,-3728738.105151233,1076227.6728923728,5871939.975403111,7928848.701120745,4404467.860045373,5337075.2730273055,5871939.975403111,7928848.701120745,4404467.860045373,5337075.2730273055,-542953.8182687721,1102113.549607009,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2531,2022-01-15 02:50:00,4860234.832817177,-3911673.528206878,-1721366.7812272971,2391508.9479239536,-183515.0200614836,-3872842.564269364,-1663733.5025392107,-2128236.7749122344,-1159499.7228470666,-2030645.0607350864,-3680370.869587478,1394384.1984018204,5731469.718338239,7881174.572533024,4171291.8632257017,5506081.764023356,5731469.718338239,7881174.572533024,4171291.8632257017,5506081.764023356,-543833.6826958978,1101679.6497010451,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2532,2022-01-15 02:55:00,4854651.922462554,-3637128.2562387353,-1336151.6570203456,2171841.339369052,111758.4733713118,-3917391.529596405,-1568255.125375,-2339359.2891734466,-1191580.7800398387,-2070082.4951694664,-3605815.482379045,1699008.5562942554,5601745.978730189,7825020.929083254,3946516.639843661,5652233.736844209,5601745.978730189,7825020.929083254,3946516.639843661,5652233.736844209,-544713.200373505,1101245.047361782,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2533,2022-01-15 03:00:00,4831932.712402989,-3351253.575930103,-944316.3619591529,1926387.9573970216,406637.4737024712,-3950673.260417869,-1460788.3490980046,-2526724.748772997,-1219455.709647041,-2103609.631688178,-3501981.086107473,1987736.4386676217,5484092.479073078,7759772.319756887,3735447.056838037,5776862.679765421,5484092.479073078,7759772.319756887,3735447.056838037,5776862.679765421,-545592.3707408116,1100809.742866323,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2534,2022-01-15 03:05:00,4792157.398541065,-3054256.979933321,-549050.02623906,1659702.2844677535,700081.0958166292,-3971588.6674470254,-1340664.9271375828,-2690282.9229004635,-1243026.1167362183,-2130583.8845821107,-3365538.064951573,2258857.0589323216,5379639.35513284,7684772.858795162,3543979.198939087,5881658.547064011,5379639.35513284,7684772.858795162,3543979.198939087,5881658.547064011,-546471.1932372565,1100373.7364922196,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2535,2022-01-15 03:10:00,4735466.38264195,-2746467.5477994545,-154501.57700006405,1376071.8735646622,991053.521299744,-3978949.802185099,-1207311.7968636868,-2830438.5881480705,-1262208.8007882603,-2150305.442296379,-3192956.4320134986,2511240.629676817,5289274.849202544,7599326.637273656,3378073.9275732115,5968515.828762098,5289274.849202544,7599326.637273656,3378073.9275732115,5968515.828762098,-547349.6673025007,1099937.02851747,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2536,2022-01-15 03:15:00,4662059.776733149,-2428361.380307759,233996.38549221616,1079429.8964774678,1278527.6547454733,-3971477.4646757087,-1060319.1676190926,-2947938.511130756,-1276936.0493845826,-2162014.611682472,-2980583.247548389,2744250.285876239,5213601.495848919,7502699.25215161,3242812.637906528,6039410.771740591,5213601.495848919,7502699.25215161,3242812.637906528,6039410.771740591,-548227.7923764272,1099499.61922052,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2537,2022-01-15 03:20:00,4572196.69673466,-2100591.4354311754,609667.1178178333,773311.1950073065,1561488.7492704508,-3947800.379839724,-899537.9096556758,-3043771.2943103327,-1287155.8772232905,-2164889.842936912,-2724781.859014542,2957651.4990978083,5152901.325257019,7394120.897191831,3141037.4656200744,6096309.489606658,5152901.325257019,7394120.897191831,3141037.4656200744,6096309.489606658,-549105.5678991417,1099061.5088802632,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2538,2022-01-15 03:25:00,4466194.3478129655,-1764022.4326301147,964002.9134449346,460841.0885274508,1838937.9884408603,-3906456.664706711,-725217.3214383256,-3119083.8006892246,-1292832.2096206434,-2158046.8171214084,-2422167.822964741,3151527.212232333,5107114.323103135,7272791.618515077,3071797.5483570546,6141103.382343131,5107114.323103135,7272791.618515077,3071797.5483570546,6141103.382343131,-549982.9933109725,1098622.6977760394,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2539,2022-01-15 03:30:00,4344426.904687399,-1419771.5262632165,1286483.409949912,144746.32260795927,2109896.011966557,-3845898.568441332,-538197.1414167099,-3175114.5586812044,-1293945.0098500664,-2140539.125743289,-2069994.044352778,3326202.9854644127,5075833.28294637,7137889.55292237,3029048.830679053,6175566.893095526,5075833.28294637,7137889.55292237,3029048.830679053,6175566.893095526,-550860.0680524713,1098183.1861876354,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2540,2022-01-15 03:35:00,4207324.190841295,-1069255.4337269568,1564374.5868568951,-172620.3569834996,2373406.3727174983,-3764501.813026628,-340168.68448634306,-3213142.676192359,-1290490.3498692308,-2111361.2716207937,-1666761.4461202763,3482183.687568076,5058316.387528385,6988583.260097444,3001090.854400268,6201332.508823671,5058316.387528385,6988583.260097444,3001090.854400268,6201332.508823671,-551736.7915644135,1097742.974395285,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2541,2022-01-15 03:40:00,4055370.1613001353,-714244.5972548216,1782771.5232327392,-489248.29152111686,2628538.9128596503,-3660581.319523334,-134013.08305032976,-3234449.9655781835,-1282480.4241855398,-2069454.988503879,-1213154.5599851217,3620101.5748330634,5053516.704242617,6824049.65790102,2971004.489031726,6219878.469291684,5053516.704242617,6824049.65790102,2971004.489031726,6219878.469291684,-552613.1632877981,1097302.0626796675,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2542,2022-01-15 03:45:00,3889101.194332264,-356924.69160116534,1925205.038443518,-803433.9991132852,2874393.047193048,-3532415.7006672984,75808.15028030533,-3240293.804435675,-1269943.5068110805,-2013720.2330426571,-713387.7113518155,3740674.7038465496,5060125.751221146,6643499.609101867,2918115.377315846,6232525.467100215,5060125.751221146,6643499.609101867,2918115.377315846,6232525.467100215,-553489.1826638489,1096860.45132191,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2543,2022-01-15 03:50:00,3709104.198102283,34.74574509722879,1975339.773022977,-1113746.0838552837,3110100.942102236,-3378283.6615989152,282933.133851324,-3231888.4296466517,-1252923.851458978,-1943032.6673556303,-176880.96991617448,3844674.25300592,5076626.827071689,6446213.933086962,2820539.918482471,6240439.456411922,5076626.827071689,6446213.933086962,2820539.918482471,6240439.456411922,-554364.8491340136,1096418.1406035847,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2544,2022-01-15 03:55:00,3516014.5389603768,353405.75859227526,1920302.2915770968,-1418991.668601359,3334830.578897823,-3196516.3914807066,479171.9053089841,-3210392.6858579908,-1231481.5353334583,-1856270.040629275,380347.6241704882,3932899.2672519432,5101353.163522192,6231593.579641378,2659021.658237118,6244638.422944586,5101353.163522192,6231593.579641378,2659021.658237118,6244638.422944586,-555240.1621399659,1095975.1308067096,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2545,2022-01-15 04:00:00,3310513.798680445,699324.353432609,1755323.6065604757,-1718185.2862273825,3547788.690735921,-2985571.130257746,655462.6390558319,-3176902.609698151,-1205692.2470650072,-1752350.5955599947,936054.4109985532,4006157.443702413,5132546.173645919,5999228.954525238,2421754.261842097,6246001.563593453,5132546.173645919,5999228.954525238,2421754.261842097,6246001.563593453,-556115.1211236042,1095531.4222137488,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2546,2022-01-15 04:05:00,3093327.368563712,1033215.4104098476,1487356.818209042,-2010520.6561921013,3748223.5627485327,-2744132.257887136,803862.6697784475,-3132447.5687816283,-1175647.019539195,-1630287.4317213136,1465431.341130831,4065250.7503748974,5168409.933574222,5748994.952090074,2108213.589365249,6245279.7822991405,5168409.933574222,5748994.952090074,2108213.589365249,6245279.7822991405,-556989.7255270528,1095087.0151076114,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2547,2022-01-15 04:10:00,2865221.888900309,1349730.010699608,1134344.3788667952,-2295345.4527926324,3935427.685500795,-2471247.211839512,919657.2185712548,-3077988.9653717014,-1141451.9085622493,-1489263.5253121946,1947161.2181542583,4110964.8630494913,5207159.247150395,5481180.061973783,1729055.574799119,6243106.748663493,5207159.247150395,5481180.061973783,1729055.574799119,6243106.748663493,-557863.9747926618,1094641.9097716531,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
2548,2022-01-15 04:15:00,2627002.542827212,1642711.5297804398,719873.309561616,-2572138.9801710933,4108740.252408687,-2166504.698806724,1002127.1926820144,-3014420.7526262645,-1103227.618497634,-1328732.5220387618,2368045.1294014086,4144061.589013084,5247059.89895014,5196659.672240814,1301772.7414591452,6240010.0113203,5247059.89895014,5196659.672240814,1301772.7414591452,6240010.0113203,-558737.8683630083,1094196.1064896735,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
