Sim instant [s],Timestamp,X Position of 1st satellite,X Position of 2nd satellite,X Position of 3rd satellite,X Position of 4th satellite,Y Position of 1st satellite,Y Position of 2nd satellite,Y Position of 3rd satellite,Y Position of 4th satellite,Z Position of 1st satellite,Z Position of 2nd satellite,Z Position of 3rd satellite,Z Position of 4th satellite,Distance between the 1st satellite and the receiver,Distance between the 2nd satellite and the receiver,Distance between the 3rd satellite and the receiver,Distance between the 4th satellite and the receiver,Pseudorange 1st satellite,Pseudorange 2nd satellite,Pseudorange 3rd satellite,Pseudorange 4th satellite,X position of receiver,Y position of receiver,Z position of receiver,View 1st satellite,View 2nd satellite,View 3rd satellite,View 4th satellite,Eccentricity1,Eccentricity2,Eccentricity3,Eccentricity4,Satellite Antenna Cone Angle,Masking Angle,Axis
5423,2022-01-25 03:50:00,-2822962.2508114967,-4051122.057738927,-7662632.006207301,-6084630.3694699975,4121040.972898713,3290575.213796438,-1698498.867522051,2196794.735362376,218873.0915012436,2096435.11477384,-939892.158757624,-123155.7870654997,6459254.308867076,6073979.030626517,7804980.774217412,6622799.132864479,6459254.308867076,6073979.030626517,7804980.774217412,6622799.132864479,-448610.9071278625,-1143766.3131102943,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5424,2022-01-25 03:55:00,-3052953.2521625385,-4338701.935280631,-7603440.840340727,-5966957.77170174,3948785.169627336,3200956.3228312214,-1739135.4039205783,2307747.4225198827,294231.4127373118,2059361.3604004828,-1078083.7179903418,-284058.4935114174,6334390.361487112,6157096.510404069,7769565.197034367,6598652.52686773,6334390.361487112,6157096.510404069,7769565.197034367,6598652.52686773,-447697.46686277806,-1144124.1642254794,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5425,2022-01-25 04:00:00,-3272167.719428373,-4610895.939779536,-7536855.118254324,-5838146.069173764,3762590.660302891,3101800.0675182813,-1778338.0369679336,2414920.6176932096,368551.1347593056,2016027.9518977783,-1215923.4134907585,-444993.4511654305,6203488.401546637,6235352.564164951,7727389.66522242,6568370.49347743,6203488.401546637,6235352.564164951,7727389.66522242,6568370.49347743,-446783.74114483193,-1144481.285844652,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5426,2022-01-25 04:05:00,-3479831.8536074,-4867976.842701703,-7462689.732872978,-5697963.116969743,3563114.687703268,2994322.7229582625,-1816047.584875615,2517929.890121553,441569.9184642577,1967148.1595699291,-1353339.428457867,-605636.051196415,6067924.657878647,6309157.139995233,7678290.995957453,6531671.136496948,6067924.657878647,6309157.139995233,7678290.995957453,6531671.136496948,-445869.7305566176,-1144837.6777401106,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5427,2022-01-25 04:10:00,-3675212.626894928,-5110278.0891804,-7380735.945512637,-5546179.93127367,3351061.3764711795,2879605.930444895,-1852194.6344027948,2616359.147126127,513030.01689489005,1913360.8717078965,-1490243.536980282,-765626.8403174712,5929225.804541778,6378876.994094573,7622085.381742728,6488270.137506522,5929225.804541778,6378876.994094573,7622085.381742728,6488270.137506522,-444955.43568091,-1145193.339684619,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5428,2022-01-25 04:15:00,-3857620.370177472,-5338175.546321255,-7290761.713360826,-5382574.553423598,3127179.2476443304,2758610.653435972,-1886698.701020781,2709758.466817109,582679.1850533718,1855237.7029976656,-1626528.6754229667,-924567.8080002876,5789070.406874484,6444839.011783761,7558568.924043115,6437883.297218127,5789070.406874484,6444839.011783761,7558568.924043115,6437883.297218127,-444040.85710066574,-1145548.2714514066,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5429,2022-01-25 04:20:00,-4026411.207476423,-5552073.062801663,-7192512.101894272,-5206936.584428935,2892258.576471994,2632189.887096468,-1919467.3281252452,2797641.936102092,650271.5702938642,1793289.5778234492,-1762066.3083702067,-1082018.4353024634,5649287.032649383,6507333.717610885,7487518.341447057,6380229.823859816,5649287.032649383,6507333.717610885,7487518.341447057,6380229.823859816,-443125.995399022,-1145902.4728141683,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5430,2022-01-25 04:25:00,-4180989.328747805,-5752391.042980229,-7085709.813725382,-5019072.492299144,2647128.6028445666,2501100.153638612,-1950395.1195483813,2879485.528614548,715568.5801508821,1727972.7669063397,-1896703.558548182,-1237491.5048964827,5511847.222194969,6566618.7507778,7408691.904754142,6315036.532615517,5511847.222194969,6566618.7507778,7408691.904754142,6315036.532615517,-442210.8511592965,-1146255.9435470642,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5431,2022-01-25 04:30:00,-4320809.09301545,-5939557.411550414,-6970055.871530641,-4818811.808793368,2392654.6041829293,2366011.854644946,-1979362.69972592,2954725.068778072,778339.7245401478,1659694.3868237142,-2030260.0674889735,-1390448.6790397204,5378851.05037446,6622922.173846983,7321830.664430912,6242043.157786093,5378851.05037446,6622922.173846983,7321830.664430912,6242043.157786093,-441295.4249649872,-1146608.6834247203,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5432,2022-01-25 04:35:00,-4445376.954413777,-6114000.478914204,-6845230.5001696,-4606014.347836813,2129734.841119941,2227518.570108763,-2006235.596063094,3022754.342847776,838363.4293590775,1588817.389372758,-2162524.550652659,-1540295.862097982,5252502.644921142,6676445.542219486,7226660.052415775,6161009.025689046,5252502.644921142,6676445.542219486,7226660.052415775,6161009.025689046,-440379.7173997719,-1146960.69222223,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5433,2022-01-25 04:40:00,-4554253.204341507,-6276143.321536627,-6710894.26214189,-4380578.594675996,1859297.3867554157,2086145.400304949,-2030863.038368818,3082923.4361815164,895427.8186149932,1515665.076647676,-2293251.0072916406,-1686378.3777036974,5135072.922958585,6727366.700089161,7122891.961389617,6071721.393214352,5135072.922958585,6727366.700089161,7122891.961389617,6071721.393214352,-439463.7290475075,-1147311.9697151503,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5434,2022-01-25 04:45:00,-4647053.5235767225,-6426399.37242748,-6566689.511514511,-4142451.432490125,1582296.850676909,1942356.4459411767,-2053076.6707507516,3134537.399103693,949331.4623202488,1440525.1813888885,-2422154.541516737,-1827976.0088008111,5028847.211746352,6775842.292694612,7010227.431862,5974005.826398128,5028847.211746352,6775842.292694612,7010227.431862,5974005.826398128,-438547.4604922303,-1147662.5156795073,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5435,2022-01-25 04:50:00,-4723450.33887452,-6565168.979933843,-6412242.2448578505,-3891639.390940137,1299711.0093101033,1796561.5174922086,-2072689.1721643691,3176855.3726425148,999884.0875142948,1363653.5527191765,-2548906.74679438,-1964297.9731367824,4936056.599940806,6822009.999499831,6888360.112826846,5867739.077274149,4936056.599940806,6822009.999499831,6888360.112826846,5867739.077274149,-437630.912318155,-1148012.329891791,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5436,2022-01-25 04:55:00,-4783173.979258616,-6692836.742305326,-6247164.444117929,-3628221.617873542,1012537.3544932136,1649122.158146944,-2089492.7830024604,3209090.341457264,1046907.2499028688,1285277.4861383585,-2673130.6015138715,-2094477.9390188227,4858794.017812837,6865990.50161373,6756980.708157535,5752865.016937664,4858794.017812837,6865990.50161373,6756980.708157535,5752865.016937664,-436714.08510967466,-1148361.4121289602,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5437,2022-01-25 05:00:00,-4826013.627925365,-6809769.464191801,-6071057.026471826,-3352364.789251052,721789.5724585191,1500357.0575432864,-2103257.736844365,3230409.7259525447,1090234.963743504,1205598.7344228493,-2794394.818353529,-2217569.228659228,4798919.127924213,6907889.201436332,6615782.682340849,5629414.297881998,4798919.127924213,6907889.201436332,6615782.682340849,5629414.297881998,-435796.9794513604,-1148709.7621684384,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5438,2022-01-25 05:05:00,-4851818.066400093,-6916314.611737249,-5883513.540969012,-3064340.180459693,428493.9656497515,1350546.9261338213,-2113730.5989651065,3239937.080604549,1129714.28775395,1124796.2333943169,-2912207.5850762054,-2332540.412046608,4757959.669534664,6947797.71460329,6464469.581203327,5497528.545278447,4757959.669534664,6947797.71460329,6464469.581203327,5497528.545278447,-434879.5959279606,-1149057.3797881173,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5439,2022-01-25 05:10:00,-4860496.208318938,-7012799.167098347,-5684124.78235699,-2764543.120227297,133685.8300058772,1199938.8929886846,-2120632.51671034,3236755.2326976038,1165205.864975315,1043028.5736904864,-3026009.6292733504,-2438271.566473741,4737020.01197235,6985795.154738204,6302764.433987482,5357490.003631453,4737020.01197235,6985795.154738204,6302764.433987482,5357490.003631453,-433961.93512440094,-1149404.2647663548,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5440,2022-01-25 05:15:00,-4852017.42095206,-7099528.802443633,-5472484.53039445,-2453515.0300020464,-161594.19950101268,1048750.483312152,-2123657.3917630264,3219911.2766946685,1196584.414684289,960436.2468829808,-3135166.534804768,-2533551.569757509,4736709.117879713,7021949.23094028,6130421.853940529,5209757.666747852,4736709.117879713,7021949.23094028,6130421.853940529,5209757.666747852,-433043.997625784,-1149750.4168819769,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5441,2022-01-25 05:20:00,-4826411.6333332565,-7176787.308870589,-5248196.67010814,-2131968.207736782,-456303.8221739095,897173.226001894,-2122469.9911913155,3188423.9356013,1223739.1746180546,877143.6916403053,-3238960.23375585,-2617076.913479021,4757098.87884164,7056317.176753867,5947243.662054347,5055010.944054718,4757098.87884164,7056317.176753867,5947243.662054347,5055010.944054718,-432125.7840173888,-1150095.8359142758,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5442,2022-01-25 05:25:00,-4783769.230614302,-7244836.2280338975,-5010884.007293809,-1800813.4324963712,-749402.7507788958,745375.936258414,-2116704.023714973,3141293.912115999,1246574.2919508957,793261.1631951805,-3336579.595493794,-2687452.67119232,4797719.645407478,7088946.5278567495,5753099.146692568,4894201.768492697,4797719.645407478,7088946.5278567495,5753099.146692568,4894201.768492697,-431207.29488467,-1150440.5216430118,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5443,2022-01-25 05:30:00,-4724240.73501693,-7303914.644271155,-4760199.167228305,-1461190.3271146694,-1039856.383625882,593507.7135138067,-2105960.2208896964,3077517.97715305,1265009.1616423954,708886.4471529844,-3427110.035141874,-2743196.4400138725,4857593.644014737,7119875.76405192,5547951.475190558,4728615.557771097,4857593.644014737,7119875.76405192,5547951.475190558,4728615.557771097,-430288.5308132585,-1150784.4738484125,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5444,2022-01-25 05:35:00,-4648036.274508674,-7354239.103126304,-4495838.05707714,-1114500.1958127797,-1326639.4565801069,441700.69078777765,-2089804.4813297903,2996107.675725854,1278978.7109629132,624106.436693026,-3509522.069494048,-2782746.295092216,4935300.641561244,7149134.82946129,5331892.341784587,4559940.308626147,4935300.641561244,7149134.82946129,5331892.341784587,4559940.308626147,-429369.49238896015,-1151127.692311173,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5445,2022-01-25 05:40:00,-4555424.84107804,-7396003.628812762,-4217556.488934472,-762440.7202120665,-1608739.6621132577,290072.5679230533,-2067766.1617047011,2896113.6579877217,1288433.629191985,538998.5904459272,-3582658.762140876,-2804474.053844761,5029065.561905066,7176745.543177092,5105187.738999512,4390340.868591948,5029065.561905066,7176745.543177092,5105187.738999512,4390340.868591948,-428450.18019775575,-1151470.1768124567,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5446,2022-01-25 05:45:00,-4446733.341227228,-7429379.818624521,-3925190.707295956,-407041.4106300281,-1885161.2226194304,138728.9579765686,-2039336.6339339088,2776656.7439051764,1293340.5416788529,453632.2867789127,-3645222.026074952,-2806705.4310761727,5136855.906441091,7202721.911065593,4868338.869716704,4222531.430379788,5136855.906441091,7202721.911065593,4868338.869716704,4222531.430379788,-427530.5948258007,-1151811.927133895,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5447,2022-01-25 05:50:00,-4322345.442034035,-7454516.996846806,-3618682.7500787466,-50698.02362595708,-2154928.405382585,-12234.426719796613,-2003968.277860273,2636966.8652025494,1293682.1276507117,368070.08886049694,-3695757.798528025,-2787748.9531680653,5256477.782271956,7227070.347965733,4622163.784618784,4059832.762415026,5256477.782271956,7227070.347965733,4622163.784618784,4059832.762415026,-426610.7368594248,-1152152.943057587,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5448,2022-01-25 05:55:00,-4182700.2168562,-7471542.414526372,-3298111.80591559,303796.7752822244,-2417088.9667880954,-162729.72469507286,-1961074.148543524,2476430.9365454568,1289457.1813528163,282368.9336988848,-3732640.180363783,-2745935.741212169,5385662.196663613,7249789.818190571,4367907.4254045775,3906191.158056357,5385662.196663613,7249789.818190571,4367907.4254045775,3906191.158056357,-425690.6068851312,-1152493.224366099,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5449,2022-01-25 06:00:00,-4028290.595458666,-7480561.484694623,-2963733.023879458,653230.436605065,-2670717.5136207934,-312674.9895849753,-1910028.6555291964,2294650.397171459,1280680.6163046442,196581.25733364225,-3754054.7580968654,-2679672.38331385,5522136.816489818,7270871.901026691,4107390.325569188,3766124.430063232,5522136.816489818,7270871.901026691,4107390.325569188,3766124.430063232,-424770.2054895969,-1152832.7708424693,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5450,2022-01-25 06:05:00,-3859661.624034618,-7481658.045420002,-2616025.597709859,993960.657406798,-2914918.7695845244,-461992.3481421926,-1850169.729968428,2091508.5049302464,1267383.412657078,110756.06749875088,-3757981.526831858,-2587508.9552188357,5663681.608522936,7290300.786832844,3843208.717920223,3644550.601759794,5663681.608522936,7290300.786832844,3843208.717920223,3644550.601759794,-423849.5332596718,-1153171.5822702006,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5451,2022-01-25 06:10:00,-3677408.541262219,-7474894.645505554,-2255752.39681747,1321925.699375752,-3148830.73551285,-610606.2331516363,-1780803.151376247,1867246.2922511608,1249612.5078364424,24939.974343321574,-3742178.147712376,-2468223.6064360524,5808169.123406326,7308053.208361904,3578999.261614836,3546456.627029634,5808169.123406326,7308053.208361904,3578999.261614836,3546456.627029634,-422928.59078237845,-1153509.6584332664,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5452,2022-01-25 06:15:00,-3482174.6771882824,-7460312.84982827,-1884033.9574715125,1632683.566054306,-3371627.732115732,-758441.673626423,-1701209.9834488037,1622544.2302715066,1227430.6308613988,-60821.81080453208,-3704164.766502724,-2320923.72473334,5953591.551193267,7324098.3110612035,3319774.5349687645,3476391.3392678453,5953591.551193267,7324098.3110612035,3319774.5349687645,3476391.3392678453,-422007.3786449117,-1153846.999116109,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5453,2022-01-25 06:20:00,-3274649.1823555767,-7437933.563315007,-1502440.2715535862,1921489.719556737,-3582523.3145217085,-905422.6256946652,-1610658.4620462917,1358603.9660678632,1200916.0809175386,-146484.49913949074,-3641212.3874391336,-2145161.205654203,6098077.220255373,7338397.465342646,3072307.604897915,3437828.3024233123,6098077.220255373,7338397.465342646,3072307.604897915,3437828.3024233123,-421085.89743463846,-1154183.6041036386,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5454,2022-01-25 06:25:00,-3055564.595189653,-7407757.374429119,-1113104.474914075,2183422.606027826,-3780773.048327599,-1051470.3284234232,-1508422.2358531677,1077221.0512297929,1170162.4509712865,-232002.76144174763,-3550337.98757666,-1941055.5361799516,6239899.196536452,7350904.023148759,2845468.92634537,3432527.457004597,6239899.196536452,7350904.023148759,2845468.92634537,3432527.457004597,-420164.14773909695,-1154519.4731812356,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5455,2022-01-25 06:30:00,-2825694.2562319874,-7369764.920861513,-718863.1283935187,2413563.275574834,-3965677.1373566254,-1196501.6694967083,-1393807.6457986922,780835.8062417512,1135278.29739871,-317329.7696900066,-3428311.4004320973,-1709413.2997830547,6377478.316341067,7361563.020572014,2650260.9000512986,3460083.0698615485,6377478.316341067,7361563.020572014,2650260.9000512986,3460083.0698615485,-419242.130145997,-1154854.6061347493,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5456,2022-01-25 06:35:00,-2585849.578346897,-7323917.281931653,-323428.04159775004,2607228.6304182787,-4136582.89384932,-1340427.546184054,-1266193.8262442115,472546.4225690074,1096386.7567954126,-402416.2346218026,-3271681.843083711,-1451827.014759838,6509382.5397046,7370310.827810203,2499062.4127369155,3517823.2232464566,6509382.5397046,7370310.827810203,2499062.4127369155,3517823.2232464566,-418319.8452432188,-1155189.0027504975,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5457,2022-01-25 06:40:00,-2336877.182538011,-7270156.404061893,68406.03531189129,2760246.7601872883,-4292887.042367744,-1483151.2074149083,-1125090.9177755893,156067.86166124104,1053625.111320118,-487209.4307625482,-3076836.33608151,-1170731.6093156314,6634324.059311317,7377074.747361216,2403493.840073025,3601112.6618784345,6634324.059311317,7377074.747361216,2403493.840073025,3601112.6618784345,-417397.2936188132,-1155522.662815269,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5458,2022-01-25 06:45:00,-2079655.9094845343,-7208405.567640077,450516.1401037766,2869248.585295398,-4434037.849280545,-1624566.563039643,-970223.6936791048,-164375.8175549118,1007144.3041062254,-571652.2004992181,-2840108.9570248774,-869395.9883834426,6751155.201828032,7381772.561081093,2370854.0466147773,3703968.724556617,6751155.201828032,7381772.561081093,2370854.0466147773,3703968.724556617,-416474.4758610013,-1155855.5861163212,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5459,2022-01-25 06:50:00,-1815093.717346173,-7138569.905686343,815173.3322825877,2931936.428275517,-4559537.070312029,-1764556.4465107708,-801650.45261779,-484228.01073827024,957108.4064518769,-655681.9287567612,-2557970.012175112,-551832.9028151581,6858863.836555861,7384312.026556545,2400476.8213920025,3819813.828673848,6858863.836555861,7384312.026556545,2400476.8213920025,3819813.828673848,-415551.3925581732,-1156187.7724413811,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5460,2022-01-25 06:55:00,-1544124.4767870835,-7060536.987041709,1152752.8306098972,2947283.268204698,-4668941.70928066,-1902990.8172876325,-619929.9065981564,-798832.2192710921,903694.0386692808,-739229.47975957,-2227339.2996331668,-222623.8898914221,6956568.761018522,7384590.323190835,2482270.420584976,3942189.885050201,6956568.761018522,7384590.323190835,2482270.420584976,3942189.885050201,-414628.0442988893,-1156519.2215786465,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5461,2022-01-25 07:00:00,-1267704.674532,-6974177.479360899,1451484.826673659,2915622.127841929,-4761865.581818866,-2039724.8892601896,-426350.9617265688,-1103692.1838636943,847089.7466376256,-822218.0872268968,-1846088.9501864708,113325.0208207908,7043515.354776434,7382493.448487298,2598348.685186415,4065319.020529396,7043515.354776434,7382493.448487298,2598348.685186415,4065319.020529396,-413704.4316718781,-1156849.9333167842,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5462,2022-01-25 07:05:00,-986810.037090563,-6879345.9100872455,1697364.4225209,2838604.7428073594,-4837980.678554395,-2174597.1714235405,-223238.05198439705,-1394720.7870069742,787495.3362602661,-904562.189168585,-1413826.6119658798,451063.2271141852,7119071.668253986,7377895.565263967,2726313.8543323493,4184463.365090209,7119071.668253986,7377895.565263967,2726313.8543323493,4184463.365090209,-412780.5552660371,-1157179.9074449325,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5463,2022-01-25 07:10:00,-702432.0865676699,-6775881.546881905,1874463.783166647,2719036.823764223,-4897018.322941423,-2307427.406947083,-14326.45531224605,-1668439.8807242324,725121.1681754674,-986166.198231284,-933059.8833141075,785868.1660551953,7182725.029784851,7370658.300979903,2842356.063672429,4296087.913938339,7182725.029784851,7370658.300979903,2842356.063672429,4296087.913938339,-411856.4156704319,-1157509.143752698,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5464,2022-01-25 07:15:00,-415574.64071739954,-6663609.422771442,1966086.1078051724,2560623.2657144084,-4938770.119654342,-2438014.3966770843,194861.8611035411,-1922105.390010871,660187.415210287,-1066923.1982940154,-410763.80456467374,1113471.1825161518,7234079.200300835,7360630.00104527,2923802.586758054,4397860.618904659,7234079.200300835,7360630.00104527,2923802.586758054,4397860.618904659,-410932.0134742959,-1157837.64203016,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5465,2022-01-25 07:20:00,-127250.269594864,-6542341.535654248,1957353.109166718,2367670.92501511,-4963088.690196583,-2566133.693046552,396867.201615988,-2153750.440964694,592923.2851986847,-1146713.557754444,139975.99752325207,1430211.605491796,7272852.072215784,7347644.938983828,2951999.0029478483,4488537.329661953,7272852.072215784,7347644.938983828,2951999.0029478483,4488537.329661953,-410007.3492670298,-1158165.4020678669,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5466,2022-01-25 07:25:00,161523.27868643356,-6411878.256890523,1839434.4160744008,2144795.742270869,-4969888.193127841,-2691535.150372306,582811.5347871587,-2362156.4479969065,523566.2119072172,-1225403.4496948232,699350.8252875853,1733112.578301479,7298873.890267571,7331522.487698329,2916334.6266416,4567780.479363408,7298873.890267571,7331522.487698329,2916334.6266416,4567780.479363408,-409082.4236382015,-1158492.4236568382,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5467,2022-01-25 07:30:00,449726.6704751328,-6272009.989636983,1614027.2142438623,1896668.7507992496,-4959144.627073364,-2813940.3176500145,743985.4414404889,-2546772.648840116,452361.0169242421,-1302843.2688931196,1242985.5625766343,2019887.8748914648,7312085.96227444,7312066.257962884,2818642.039095761,4635953.274221496,7312085.96227444,7312066.257962884,2818642.039095761,4635953.274221496,-408157.23717754567,-1158818.706588564,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5468,2022-01-25 07:35:00,736342.5846992908,-6122519.124518726,1294798.7576823507,1627818.9967080175,-4930895.9154457385,-2933039.6603103,874089.5019297362,-2707607.2224820694,379559.04547105735,-1378865.9354987142,1747315.0651789256,2288897.7611858686,7312539.823130296,7289063.212768067,2675186.6808923907,4693919.587018835,7312539.823130296,7289063.212768067,2675186.6808923907,4693919.587018835,-407231.790474963,-1159144.250655006,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5469,2022-01-25 07:40:00,1020359.3038795086,-5963182.348373468,903727.9046589376,1342496.7746496475,-4885241.772580092,-3048489.59804575,970715.8355215028,-2845109.907384519,305417.2791854526,-1453285.0751542982,2195338.249715545,2539073.858118753,7300396.813011384,7262282.769458396,2514036.5848070085,4742867.581730185,7300396.813011384,7262282.769458396,2514036.5848070085,4742867.581730185,-406306.0841205205,-1159469.0556485965,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5470,2022-01-25 07:45:00,1300774.285362097,-5793773.37136576,464741.51037550846,1044590.8918981192,-4822343.351755261,-3159909.3469149303,1035099.5856152636,-2960060.132297561,230197.42900943072,-1525893.065494915,2578981.7197090373,2769830.2063466725,7275928.028374178,7231475.905966293,2368988.664685776,4784164.970211316,7275928.028374178,7231475.905966293,2368988.664685776,4784164.970211316,-405380.1187044504,-1159793.1213622391,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
5471,2022-01-25 07:50:00,1576597.7001662778,-5614066.149025843,-1178.2995180869184,737589.0842738061,-4742422.676343353,-3266877.555642805,1070718.2776889913,-3053468.65959706,154165.01138309177,-1596458.9393740932,2897644.2891005725,2980973.004699677,7239514.599870839,7196374.293177253,2272483.398001188,4819246.82069298,7239514.599870839,7196374.293177253,2272483.398001188,4819246.82069298,-404453.8948171501,-1160116.4475893087,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5472,2022-01-25 07:55:00,1846855.9269537523,-5423838.689043282,-477865.42140027205,424569.8796553041,-4645761.856095663,-3368928.728600985,1081877.4954821493,-3126495.992318341,77588.41100559554,-1664726.1359736717,3155262.9771271604,3172616.742199685,7191648.242847408,7156689.482979801,2248340.827000333,4849532.869505877,7191648.242847408,7156689.482979801,2248340.827000333,4849532.869505877,-403527.4130491822,-1160439.034123652,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5473,2022-01-25 08:00:00,2110594.9887873624,-5222877.548297694,-953779.2981994898,108215.50663987186,-4532702.09133138,-3465549.431690779,1072824.2233021471,-3180387.663738187,737.9334715373948,-1730410.0923171542,3357823.0709442566,3345110.6363038244,7132932.011567937,7112112.19141522,2305854.672880286,4876369.590268044,7132932.011567937,7112112.19141522,2305854.672880286,4876369.590268044,-402600.6739912733,-1160760.880759587,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5474,2022-01-25 08:05:00,2366883.920547536,-5010983.144081709,-1421056.0198109148,-209162.4061007111,-4403642.468544141,-3556174.282681932,1047349.1764521804,-3216424.798033452,-76115.14887319153,-1793195.669842387,3511829.4216031632,3498976.6668556826,7064081.165433442,7062311.729293453,2439089.9350094907,4900992.003855387,7064081.165433442,7062311.729293453,2439089.9350094907,4900992.003855387,-401673.6782343141,-1161081.9872919037,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5475,2022-01-25 08:10:00,2614818.055119957,-4787976.025265669,-1874518.0716684605,-525590.3833662809,-4259038.551677812,-3640181.735047992,1008676.9925477342,-3235887.596848864,-152699.55448805194,-1852734.4138994608,3623536.8871686575,3634858.909758945,6985924.021639686,7006935.649682468,2632415.714591877,4924500.6824434055,6985924.021639686,7006935.649682468,2632415.714591877,4924500.6824434055,-400746.42636935937,-1161402.353515864,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5476,2022-01-25 08:15:00,2853522.216754648,-4553704.274819714,-2310878.854741358,-839398.0534273477,-4099400.774044092,-3716889.674754242,959488.180281456,-3240029.283428039,-228744.95022696003,-1908641.6487384527,3698630.201213237,3753483.0517437225,6899402.621064929,6945609.70415131,2867769.644044915,4947850.154673645,6899402.621064929,6945609.70415131,2867769.644044915,4947850.154673645,-399818.9189876266,-1161721.979227201,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
5477,2022-01-25 08:20:00,3082153.810324313,-4308052.245300182,-2728163.0455150963,-1149183.1631523254,-3925292.63655828,-3785550.863807133,901987.9263600667,-3230058.234119968,-303982.9055796802,-1960493.417287591,3742133.6032621632,3855624.6416605935,6805572.969728026,6877938.229378755,3129280.51503488,4971845.697461301,6805572.969728026,6877938.229378755,3129280.51503488,4971845.697461301,-398891.15668049664,-1162040.8642221217,1228598.0323116265,0,0,0,1,0,0.5,0.6,0.4,45,10,500000
